,date,title,description,source
9973,2019-03-26 20:13:00-07:00,Boycott threat over offensive slogans on Amazon baby clothing - PerthNow,Online shoppers angry over a range of offensive baby clothing threaten to boycott international shopping giant Amazon.,Perthnow.com.au
9974,2019-03-26 20:13:00-07:00,Boycott threat over offensive slogans on Amazon baby clothing - The West Australian,Online shoppers angry over a range of offensive baby clothing threaten to boycott international shopping giant Amazon.,Thewest.com.au
9975,2019-03-26 18:56:35-07:00,Amazon Pay makes an offline push with 'scan and pay' service - Livemint,"Amazon has already introduced the payments service in Shoppers Stop stores.It will soon reach out to merchants, which would take more time as it is in the unorganized sector",Livemint.com
9976,2019-03-26 17:09:32-07:00,Amazon sells vile pro-paedophile baby clothing online - NEWS.com.au,"Amazon has been selling vile pro-paedophile baby onesies daubed in slogans like “Daddy’s Little F**k Toy”, a Sun Online investigation has discovered.",News.com.au
9977,2019-03-26 15:04:38-07:00,Brazil eyes new Amazon dam in Roraima amid Venezuela crisis,"Brazil's government has resumed studies to build a large hydroelectric power plant in the northern border state Roraima, which currently relies on the shaky Venezuelan grid, officials at state energy planning agency EPE told Reuters.",Reuters
9978,2019-03-26 14:21:00-07:00,8 ways pet lovers can get the most out of their Amazon Prime membership — and spoil their pets,"Insider Picks writes about products and services to help you navigate when shopping online. Insider Inc. receives a commission from our affiliate partners when you buy through our links, but our reporting and recommendations are always independent and objecti…",Business Insider
9979,2019-03-26 13:00:13-07:00,Active options: AAPL FB TEVA COTY AMD DIS BBBY NFLX MSFT AMZN ,,StreetInsider
9980,2019-03-26 11:14:00-07:00,Australia's Amazon tax collects 300% more revenue than expected - Stuff.co.nz,"E-commerce giants like Amazon may not like the tax, but they're complying with it.",Stuff.co.nz
9981,2019-03-26 10:16:47-07:00,Who Is Banning Cashless Stores? Amazon Go Could Be Next,Who Is Banning Cashless Stores? Amazon Go Could Be Next bloomberg.com,Bloomberg
9982,2019-03-26 09:30:00-07:00,"UPS just beat out Amazon, FedEx, and Uber to make America's first revenue-generating drone delivery","UPS, in partnership with drone technology company Matternet, began its daily drone delivery of medical supplies within the WakeMed Raleigh campus on Tuesday. This cuts the drone delivery time of crucial medical specimen from half an hour to just over three mi…",Business Insider
9983,2019-03-26 09:05:11-07:00,"Apple TV+: Apple's bid to challenge Netflix & Amazon, coming this fall - Hindustan Times",,Youtube.com
9984,2019-03-26 09:05:11-07:00,"Apple TV+: Apple's bid to challenge Netflix & Amazon, coming this fall - Hindustan Times",,Youtube.com
9985,2019-03-26 09:05:11-07:00,"Apple TV+: Apple's bid to challenge Netflix & Amazon, coming this fall - Hindustan Times","In a bid to challenge video streaming platforms like Netflix and Amazon Prime, Apple announced its own service called Apple TV+ which will be launched later ...",Youtube.com
9986,2019-03-26 09:05:11-07:00,"Apple TV+: Apple's bid to challenge Netflix & Amazon, coming this fall - Hindustan Times","In a bid to challenge video streaming platforms like Netflix and Amazon Prime, Apple announced its own service called Apple TV+ which will be launched later ...",Youtube.com
9987,2019-03-26 08:54:07-07:00,"Apple, Netflix, Amazon: The battle for streaming survival - BBC News","As Apple moves into streaming TV what will it mean for Netflix, Disney and Amazon?",Bbc.com
9988,2019-03-26 08:00:00-07:00,Microsoft says 'no one's even close to what we're offering' in a cloud market that Amazon and Google are only just starting to enter (MSFT),"On Tuesday, Microsoft announced two new hybrid cloud services: Azure Stack HCI Solutions and Azure Data Box Edge. Hybrid cloud lets users run their computing infrastructure across both their own servers and the public cloud. Microsoft has promoted hybrid clou…",Business Insider
9989,2019-03-26 07:17:31-07:00,"Amazon Fab Phone fest: iPhone X for Rs 73,999, deals on OnePlus 6T, Mi A2 and more - Firstpost",The four-day Amazon India sale starts on 25 March and will go on till 28 March.,Firstpost.com
9990,2019-03-26 07:11:37-07:00,"The former CEO of Aetna reveals why he thinks Amazon's $750 million PillPack deal isn't really about pills (AET, CVS, AMZN)","The healthcare industry is going through dramatic changes. From mega-mergers between pharmacies and insurers, to big tech getting increasingly interested in healthcare through Amazon's acquisition of online pharmacy PillPack, the industry is vying to figure o…",Business Insider
9991,2019-03-26 06:56:59-07:00,McDonald's made a $300 million deal to sell you things like Amazon does (MCD),"McDonald's is acquiring artificial-intelligence startup Dynamic Yield in a $300 million deal. With the new tech, McDonald's drive-thru menus will update instantaneously based on factors such as the time of day, weather, and customers' current selections. Chai…",Business Insider
9992,2019-03-26 06:42:07-07:00,Active options: AAPL NVDA FB AMD BAC TSLA AMZN MU BBBY BA JPM ,,StreetInsider
9993,2019-03-26 06:00:00-07:00,Tax targeting giants Amazon and eBay set to blitz revenue predictions - The Age,"More than 1,500 global retailers have registered to pay GST on digital services and shopping, raising more than $300 million.",Theage.com.au
9994,2019-03-26 06:00:00-07:00,ZS Achieves Amazon Web Services Life Sciences Competency Status,,StreetInsider
9995,2019-03-26 04:00:00-07:00,"Amazon GLUCODOWNÂ® Sales Increase 143%; GLUCODOWNÂ® Joins Glucerna, Boost &amp; SlimFast Leading Diabetic Drink Category",,StreetInsider
9996,2019-03-26 02:00:26.591000-07:00,"As Amazon Leads Cashless Charge, States and Cities Push Back",Critics say stores that don’t accept cash will further marginalize America’s homeless and working poor.&nbsp;,Bloomberg
9997,2019-03-26 00:33:17-07:00,"Amazon Fab Phones Fest Sale: Realme U1, Huawei Y9 (2019), Vivo Y83 Pro, Honor Play and More Get Discounts, Offers - Gadgets 360","Amazon Fab Phones Fest is now live, offering discounts and exchange offers on a wide array of smartphones such as the Realme U1, Huawei Y9 (2019), and more.",Ndtv.com
9998,2019-03-25 23:50:37-07:00,Amazon Prime ties up with BSNL for carrier billing - MediaNama.com,"BSNL subscribers can now pay for Amazon Prime memberships with their mobile bill or pre-paid balance as part of a carrier billing deal between the two companies, reports TelecomAsia. BSNL’s carrier billing deal is backed by mobile technology company Trident’s…",Medianama.com
9999,2019-03-25 22:40:41-07:00,"Fab Phones Fest on Amazon: Discounts on Realme U1, Redmi 6A and Vivo Nex - Gadgets Now",Realme U1 boasts of a 25-megapixel camera at the front and is backed by 3500mAh battery.,Gadgetsnow.com
10000,2019-03-25 22:25:08-07:00,Amazon to roll out over 100 kiosks in malls by year-end - Entrackr,US-based e-commerce firm Amazon is planning to roll out over 100 kiosks in malls across the country by the end of the year.,Entrackr.com
10001,2019-03-25 22:02:10-07:00,Amazon is coming to mall near your house - Gadgets Now,Amazon had received govt approval to sell locally produced food items through both offline and online channels in India,Gadgetsnow.com
10002,2019-03-25 20:27:00-07:00,When SoftBank’s Son missed investing in Amazon for lack of money - Economic Times,"""Its a big mistake that I didnt make that investment. I just didnt have enough cash. But my image, my vision was right,” said Son.",The Times of India
10003,2019-03-25 19:38:00-07:00,Amazon plans 100 mall kiosks across India in a major offline push - ETtech.com,Amazon first experimented with such kiosks two years ago in Bengaluru and has been operating four of them - two in the Karnataka capital and one each in Mumbai and Ahmedabad - for more than a year,The Times of India
10004,2019-03-25 18:00:00-07:00,"Oracle customers fear Oracle's reaction if they use Amazon's or Microsoft's cloud, survey shows (ORCL, AMZN, MSFT)","Oracle customers want to move their software to the cloud but fear the repercussions from Oracle, according to a new survey. Customers fear that choosing a cloud that competes with Oracle's cloud may encourage Oracle to try and fine them for contract violatio…",Business Insider
10005,2019-03-25 14:12:12-07:00,Apple's new TV service sounds like a clone of Amazon Prime Video — here's how the 2 compare,"Apple announced Apple TV+ on Monday, an ad-free subscription video service that will debut this fall and include original TV shows. Apple's streaming effort is very similar to Amazon Prime Video, in that it includes original content as well as ""Channels"" that…",Business Insider
10006,2019-03-25 12:45:41-07:00,Active options: AMZN MU NFLX COTY BA GE NKE F DIS ROKU JPM BABA,,StreetInsider
10007,2019-03-25 12:26:00-07:00,Amazon and Best Buy are discounting the iPad Pro by up to $200 for a limited time,"Insider Picks writes about products and services to help you navigate when shopping online. Insider Inc. receives a commission from our affiliate partners when you buy through our links, but our reporting and recommendations are always independent and objecti…",Business Insider
10008,2019-03-25 12:11:25-07:00,"Apple TV+ Is Apple’s Answer to Netflix, Amazon Prime; Coming This Fall to 100+ Countries - Beebom","The big focus at tonight's Apple event was on the streaming service, and the company officially debuted Apple TV+ with a slew of original content.",Beebom.com
10009,2019-03-25 11:03:02-07:00,Apple (AAPL) TV app will be on Roku (ROKU) and Amazon (AMZN),,StreetInsider
10010,2019-03-25 10:36:00-07:00,"Amazon Fab Phones Fest, Flipkart Mobiles Bonanza Are Live: Here Are The Top Smartphone Deals! - Trak.in",Both Flipkart and Amazon is hosting their respective smartphone sales: Flipkart Mobiles Bonanza Sale and Amazon Fab Phones Fest. There are some top deals available on several big brands.,Trak.in
10011,2019-03-25 08:10:04-07:00,Active options: AAPL BAC TSLA AMD NVDA NWSA MSFT AMZN FB MU NFLX BA ,,StreetInsider
10012,2019-03-25 07:08:32-07:00,Brazil says new hydro power projects in the Amazon possible,Brazilian Environment Minister Ricardo Salles said on Monday that the government would be open to evaluating new hydro power projects in the rivers of the Amazon rain forest on their merits.,Reuters
10013,2019-03-25 06:50:43-07:00,Active options: AAPL TSLA BAC AMD FB NVDA AMZN MSFT NFLX BA VIAB ,,StreetInsider
10014,2019-03-25 06:41:51-07:00,"Amazon Fab Phones Fest: Discounts on Xiaomi Redmi Note 5 Pro, Realme U1, Honor Play and more - The Indian Express","Amazon Fab Phones Fest:  Amazon India will offer up to 40 per cent discount on smartphones including Realme U1, Honor Play, Oppo F9 Pro and LG V40 ThinQ.",Indianexpress.com
10015,2019-03-25 06:02:27-07:00,ResponderXLabs &amp; Amazon Web Services Announce the Selection of 20 Companies and 10 ResponderXLive &apos;19 Showcase Events,,StreetInsider
10016,2019-03-25 05:10:00-07:00,"Amazon Fab Phones Fest, Flipkart Mobiles Bonanza Are Live: Here Are The Top Smartphone Deals! - Trak.in","Both Flipkart and Amazon is hosting their respective smartphone sales: Flipkart Mobiles Bonanza Sale and Amazon Fab Phones Fest.

There are some top deals available on several big brands.",Trak.in
10017,2019-03-25 05:10:00-07:00,"Amazon Fab Phones Fest, Flipkart Mobiles Bonanza Are Live: Here Are The Top Smartphone Deals! - Trak.in",Both Flipkart and Amazon is hosting their respective smartphone sales: Flipkart Mobiles Bonanza Sale and Amazon Fab Phones Fest. There are some top deals available on several big brands.,Trak.in
10018,2019-03-25 05:06:00-07:00,"Amazon Selling Partner Conferences Sell Out in Six Weeks, with 1,800+ Small and Medium Sized Businesses Set to Learn about How to Build and Grow their Sales Online",,StreetInsider
10019,2019-03-25 03:20:11-07:00,SoftBank’s founder Masayoshi Son missed out on Amazon stake — over $30 million - Livemint,"Masayoshi Son said he was close to striking a deal to acquire 30% of the US e-commerce pioneer with Amazon chief Jeff Bezos in its early years.Son offered $100 million, but Bezos insisted on $130 million",Livemint.com
10020,2019-03-25 03:15:19-07:00,Samsung Gear S3 Frontier drops below $200 in new Amazon deal - Wareable,"If you've been after a big Samsung smartwatch but the new Galaxy Watch is still a bit too pricey for you, Amazon has got a very good deal on its predecessor the Gear S3.  The Gear S3 Frontier, which is the sportier version of the S3 is more than $100 off with…",Wareable.com
10021,2019-03-25 02:41:00-07:00,"Amazon Fab Phones Fest: Discounts And Offers on Honor 8X, Honor 8C, Honor Play, Honor 7C And More - News18","The sale will include offers on 5 of its smartphones Honor 8X, Honor 8C, Honor Play, Honor 7C and the latest flagship smartphone Honor View20.",News18.com
10022,2019-03-25 02:17:24-07:00,"Amazon Fab Phone fest: iPhone X for Rs 73,999, deals on OnePlus 6T, Mi A2 and more - Firstpost",The four-day Amazon India sale starts on 25 March and will go on till 28 March.,Firstpost.com
10023,2019-03-25 02:17:24-07:00,"Amazon Fab Phone fest: iPhone X for Rs 73,999, deals on OnePlus 6T, Mi A2 and more - Firstpost",The four-day Amazon India sale starts on 25 March and will go on till 28 March.,Firstpost.com
10024,2019-03-25 02:16:15-07:00,Streaming Services Such as Netflix And Amazon Video Now Have More Subscribers Globally Than Cable TV - News18,"Despite lesser number of people subscribing to cable TV, the revenues still grew by $6.2 billion",News18.com
10025,2019-03-25 01:18:00-07:00,"Ford EcoSport, Endeavour, Figo & more to offer Amazon Alexa-support - CarToq.com","Ford Motor Company, which uses the Microsoft Sync software to power the infotainment systems in the vehicles will soon get the Amazon Echo support. With the car technologies coming out of age and modern vehicles getting futuristic features, Ford will start of…",Cartoq.com
10026,2019-03-24 23:49:00-07:00,"As Apple Embarks on The Services Era, Its Biggest Competition Isn’t Netflix But Amazon Prime - News18","With multiple subscription services being touted, Apple could be looking at a world well beyond its core products, the iPhone, iPad and Mac.",News18.com
10027,2019-03-24 22:36:11-07:00,"Amazon Fab Phones Fest Sale: Realme U1, Huawei Y9 (2019), Vivo Y83 Pro, and More Get Discounts, Offers - NDTV","Amazon Fab Phones Fest is now live, offering discounts and exchange offers on a wide array of smartphones such as the Realme U1, Huawei Y9 (2019), and more.",Ndtv.com
10028,2019-03-24 17:30:00-07:00,"SoftBank, Amazon in talks to invest in Bengaluru-based Drivezy - ETtech.com","Amazon’s bet on the company is likely to be based on Drivezy’s meta-search platform, Rayy, making it more of a technology play for the Seattle-based company",The Times of India
10029,2019-03-24 15:00:00-07:00,YouTube Bows Out of Hollywood Arms Race With Netflix and Amazon,,Bloomberg
10030,2019-03-24 11:47:00-07:00,"Amazon drops Apple's current 15"" MacBook Pro to $1,999 ($400 off), plus $300 off 2018 13"" MacBook Pros - AppleInsider","In what amounts to the steepest discount available on Apple's six-core 15-inch MacBook Pro, Amazon has issued a $400 price drop on the standard model in Space Gray. Apple's current quad-core 13-inch MacBook Pros are also $200 to $300 off, with prices starting…",Appleinsider.com
10031,2019-03-24 07:34:42-07:00,Apple's reinvention as a services firm can look like an Amazon Prime - Livemint,"Apple to add video and news subscriptions, and maybe credit cards, to its services package at an event on Monday.Apple may also discuss combining all these digital services into a single bundle, similar to Amazon Prime",Livemint.com
10032,2019-03-24 07:34:42-07:00,Apple's reinvention as a services firm can look like an Amazon Prime - Livemint,"Apple to add video and news subscriptions, and maybe credit cards, to its services package at an event on Monday.Apple may also discuss combining all these digital services into a single bundle, similar to Amazon Prime",Livemint.com
10033,2019-03-24 07:00:00-07:00,I use AmEx Offers to find exclusive discounts at stores and restaurants like Amazon and Starbucks — here are some of the offers you can get right now,"Personal Finance Insider writes about products, strategies, and tips to help you make smart decisions with your money. Business Insider may receive a commission from The Points Guy Affiliate Network, but our reporting and recommendations are always independen…",Business Insider
10034,2019-03-24 04:44:25-07:00,"Amazon to Whole Foods Online Delivery Customers: We’re Out of Celery, How’s Kale? - The Wall Street Journal","Amazon to Whole Foods Online Delivery Customers: We’re Out of Celery, How’s Kale? The Wall Street Journal Amazon.com Inc. AMZN -3.00% last year began offering some Prime members online grocery-shopping and delivery from Whole Foods, touting the service as...",The Wall Street Journal
10035,2019-03-24 03:39:00-07:00,Ryzen 7 2700 drops to $220 on Amazon as new X570 motherboards leak - TechSpot,"It's not unusual for manufacturers to slash prices of their current generation products a few months ahead of their next big releases. This helps clearing stock and drives interest in the company, but it also saves customers the anguish of&hellip;",Techspot.com
10036,2019-03-23 20:49:00-07:00,"To Fight Stiff Competition From Amazon Prime, Hotstar, Netflix Mulls Cheaper Mobile-Only Subscription Plan in India - Swarajya","Under the plan, content available on Netflix in SD  will be available on usersâ smartphones for Rs 250 per month.",Swarajyamag.com
10037,2019-03-23 16:00:00-07:00,"Amazon Might Face Restrictions, German Antitrust Adviser Says",,Bloomberg
10038,2019-03-23 06:52:00-07:00,A new wave of online retailers is finding a niche by being what Amazon can't be (AMZN),"A new wave of online retailers is cropping up. Brandless and Public Goods, for example, promise own-brand convenience and pricing and a highly curated selection for customers. That stands in stark contrast to e-commerce giants like Amazon, which offers a wide…",Business Insider
10039,2019-03-23 00:28:30-07:00,"Amazon India Apple Fest, Huge Discounts On Apple Products - iGyaan Network","Apple devices are up for grabs on Amazon at amazing discounts. The list include iPhones, MacBooks, iPads and Apple Watch. See full list [With Buying Links]",Igyaan.in
10040,2019-03-23 00:28:30-07:00,"Amazon India Apple Fest, Huge Discounts On Apple Products - iGyaan Network","Apple devices are up for grabs on Amazon at amazing discounts. The list include iPhones, MacBooks, iPads and Apple Watch. See full list [With Buying Links]",Igyaan.in
10041,2019-03-22 21:56:17-07:00,"Amazon eyes digital advertising, to sell video adds on app to take on Google, Facebook - The News Minute","After disrupting the retail and e-commerce space, Amazon is now setting its eyes on the digital advertisement market, which is estimated to be worth $129 billion. This market has so far been dominated by companies like Google and Facebook. Bloomberg reports t…",Thenewsminute.com
10042,2019-03-22 15:17:28-07:00,Here's the pitch deck a Virginia startup used to raise $6 million after seven years of bootstrapping its business (AMZN),"Amify helps product makers sell their goods on Amazon. The startups works with companies including guitar-maker Fender guitars and running-shoe manufacturer Brooks to list their goods on the giant ecommerce site, battle vendors of counterfeit products, and ha…",Business Insider
10043,2019-03-22 14:28:01-07:00,Pinterest has spent $309 million on Amazon's cloud since 2017 as part of a $750 million contract (AMZN),"With the paperwork for Pinterest's IPO, Pinterest has revealed the terms of a long-term contract with Amazon Web Services. The contract, signed in 2017, requires Pinterest to spend at least $750 million on Amazon Web Services by 2023. Pinterest has officially…",Business Insider
10044,2019-03-22 12:57:00-07:00,"Here's how shopping on Wish, the $8.7 billion site that sells Chinese goods at rock-bottom prices, compares to Amazon (AMZN)",Wish is a platform that nearly exclusively sells goods produced in China for rock-bottom prices. The company's CEO told Forbes this month that he rebuffed possible acquisition interest from Amazon in 2016. Wish and Amazon are on different ends of the online-s…,Business Insider
10045,2019-03-22 12:33:21-07:00,Active options: AAPL BAC AMD AMZN NVDA FB MU TWTR NFLX TSLA ,,StreetInsider
10046,2019-03-22 10:39:00-07:00,"9to5Toys Last Call: Pixel 2 XL 64GB $400, Sony Xperia Ear Duo $154, Amazon Tap $35, more - 9to5Google","9to5Toys now has a new app! Download it to stay up to date on the best gear and deals on the web. Plus don’t forget to check us out on Apple Newsand sign up for the 9to5Toys Newsletter. Also,…",9to5google.com
10047,2019-03-22 09:31:40-07:00,Former Starbucks CEO Howard Schultz comes out against Elizabeth Warren's plan to break up tech giants like Amazon (SBUX),"Howard Schultz does not agree with Sen. Elizabeth Warren's plan to break up tech giants such as Amazon and Facebook, the former Starbucks CEO told Business Insider on Friday. ""What I do agree with is the government needs to create oversight — not regulation —…",Business Insider
10048,2019-03-22 09:28:00-07:00,"Best Buy Stock Is Set to Rise Because It Survived the Amazon Onslaught, Analyst Says","Best Buy is positioned not just to survive but to thrive, says Oppenheimer’s Brian Nagel. ",MarketWatch
10049,2019-03-22 07:46:34-07:00,"Pilots who fly for Amazon are underpaid and overworked, and it may doom the e-commerce behemoth's aspirations to edge out FedEx and UPS (AMZN)","Business Insider spoke with 13 pilots who work or have worked for Air Transport Services Group and Atlas Air Worldwide, where they fly or have flown planes for Amazon Air. Those pilots and transportation analysts said the rapid growth of Amazon Air, coupled w…",Business Insider
10050,2019-03-22 06:40:00-07:00,Amazon is nixing ads for unprofitable products on its site (AMZN),"This is an excerpt from a story delivered exclusively to Business Insider Intelligence E-Commerce Briefing subscribers. To receive the full story plus other insights each morning, click here. Amazon has been telling a growing number of third-party sellers on …",Business Insider
10051,2019-03-22 05:56:03-07:00,"Amazon Apple Fest: Get iPhone X, Watch series 3, MacBook Pro and more at lowest price - International Business Times, India","Besides flat discounts, Amazon is offering up to Rs 11,400 discount via exchange deal on the iPhone X, iPad, iPhone XR and more during the Apple Fest this weekend.",Ibtimes.co.in
10052,2019-03-22 05:34:23-07:00,"Google is refusing to shut down a gay conversion therapy app that has already been banned by Apple, Amazon, and Microsoft","Google is resisting calls to remove what appears to be a gay conversion therapy app from the Play Store. Apple, Amazon, and Microsoft have all banned the app, created by US Christian group Living Hope Ministries. A petition on change.org calling for the app's…",Business Insider
10053,2019-03-22 04:33:00-07:00,"Amazon Apple Fest: Apple Watch, iPhones and MacBooks available at lowest prices ever - Moneycontrol.com","ccording to Amazon, MacBooks will see price cuts of up to Rs 15,000 with additional 'No Cost EMI' payment options and exchange offers.",Moneycontrol.com
10054,2019-03-22 03:37:07-07:00,"JBL Headphones, Speakers Offered With Discounts and Cashback in Amazon Sale - NDTV","As part of the JBL Power Play sale on Amazon, a wide range of JBL headphones and speakers are available with attractive discounts and offers.",Ndtv.com
10055,2019-03-22 02:27:07-07:00,"Amazon Apple Fest: Offers on iPhone X, Apple Watch, MacBook And More - News18",The 7-day sale will includes discounts as well as no-cost EMI options and other bundled payment offers.,News18.com
10056,2019-03-22 02:27:07-07:00,"Amazon Apple Fest: Offers on iPhone X, Apple Watch, MacBook And More - News18",The 7-day sale will includes discounts as well as no-cost EMI options and other bundled payment offers.,News18.com
10057,2019-03-22 01:44:00-07:00,"Amazon kicks off Apple sale: iPhone 6S sells for Rs 27,999, iPhone X, Apple Watch, iPad too get big price cuts - India Today","The Apple Fest sale on Amazon has started from today and will last until March 28. Consumers can avail a host of big price cuts on popular iPhone models, MacBooks, iPads, wearables, accessories and other Apple products.",Indiatoday.in
10058,2019-03-22 01:18:00-07:00,Amazon Has Some Great Nintendo Switch Deals - Press Start Australia,"Amazon Australia has dropped the price of Nintendo Switch consoles as well as some of their best-selling games. You can find the entire sale section right here, but we’ve listed some of the better deals below.  Nintendo Switch Console (Neon) – $379 Nintendo S…",Press-start.com.au
10059,2019-03-22 00:55:27-07:00,"Amazon has some cheap Switch console game deals, including Smash - Vooks",Time to Switch?,Vooks.net
10060,2019-03-22 00:54:57-07:00,"Amazon has some cheap Switch console game deals, including Smash - Vooks",Time to Switch?,Vooks.net
10061,2019-03-21 23:31:47-07:00,"Amazon Apple Fest: Save up to Rs 17,000 on Apple iPhones, Tablets, Wearables & Laptops - Times of India","Amazon has announced its major Amazon Apple Fest sale wherein there are amazing discounts and cashbacks on an array of Apple products, including iPhones, Apple Macbook, iPads and Apple Watches. . This sale starts on 22nd Marchand is valid till 28th March, 201…",The Times of India
10062,2019-03-21 21:44:00-07:00,"Amazon to introduce mobile ads, in a threat to Google, FB - Times of India",International Business News: Amazon has hit on a new way to grab a chunk of the $129 billion digital advertising market now dominated by Google and Facebook: sell video spots on t,The Times of India
10063,2019-03-21 20:15:26-07:00,"Amazon is getting greedy, so you'll soon see video ads in the mobile app - Phone Arena",Amazon's decision to include video ads in its mobile app is quite surprising considering that the company rejected the idea for many years for fear of confusing customers shopping on its website....,Phonearena.com
10064,2019-03-21 16:27:14-07:00,Amazon Said to Launch Video Ads on Smartphone Apps - Bloomberg Video,"Mar.21 -- Amazon.com Inc. is said to begin testing video spots on the e-commerce giant’s smartphone shopping app. Bloomberg's Spencer Soper reports on ""Bloom...",Youtube.com
10065,2019-03-21 16:27:14-07:00,Amazon Said to Launch Video Ads on Smartphone Apps - Bloomberg Video,"Mar.21 -- Amazon.com Inc. is said to begin testing video spots on the e-commerce giant’s smartphone shopping app. Bloomberg's Spencer Soper reports on ""Bloom...",Youtube.com
10066,2019-03-21 15:43:00-07:00,Amazon is finally letting brands track traffic from Facebook in its latest effort to cozy up to big marketers,"Amazon is letting marketers measure store traffic that comes from Facebook, which advertisers have been clamoring for. The e-commerce giant is also rolling out autoplay video features for stores and new metrics. As Amazon's ad business grows, it's been on a m…",Business Insider
10067,2019-03-21 15:12:06-07:00,"Amazon to introduce mobile ads, in a threat to Google, FB - Times of India",International Business News: Amazon has hit on a new way to grab a chunk of the $129 billion digital advertising market now dominated by Google and Facebook: sell video spots on t,The Times of India
10068,2019-03-21 12:50:00-07:00,Active options: AAPL AMD MU BAC NVDA FB AMZN COTY MSFT ,,StreetInsider
10069,2019-03-21 12:02:20-07:00,Diabetic KitchenÂ® Cereal Tops Amazon Grocery Rankings,,StreetInsider
10070,2019-03-21 11:34:54-07:00,"Amazon India Apple Fest Sale Kicks Off With Offers on iPhone X, iPhone 6S, MacBook, and More - NDTV","Amazon Apple Fest sale is back with deals and offers on iPhone models, MacBook laptops, iPad, Apple Watch, and more. The sale will run from March 22 to March 28, 2019.",Ndtv.com
10071,2019-03-21 10:57:48-07:00,Pilots who fly for Amazon Air earn 33% less than their colleagues at UPS and FedEx for flying the exact same planes (AMZN),"More than a dozen current and former pilots who fly for Amazon Air told Business Insider about a culture of overwork and underpay at their employers, which contract air services to Amazon. ABX, ATI, and Atlas pilots, who fly your Amazon Prime packages, all ma…",Business Insider
10072,2019-03-21 10:24:55-07:00,Rent the Runway is now a $1 billion company in its quest to become 'the Amazon Prime of rental',"Clothing rental service Rent the Runway announced Thursday that it had raised $125 million in a round of funding. The company is now valued at $1 billion. According to The New York Times, Rent the Runway plans to use the funding to expand into more product ca…",Business Insider
10073,2019-03-21 10:18:13-07:00,How Amazon and Walmart are putting robots to work behind the scenes,"Extra Crunch offers members the opportunity to tune into conference calls led and moderated by the TechCrunch writers you read every day. This week Brian Heater, fresh off a trip to Pittsburgh to visit a handful of robotics companies, led a discussion about t…",TechCrunch
10074,2019-03-21 08:28:04-07:00,Ford names Amazon veteran Tim Stone as CFO,"Ford Motor Co on Thursday named Amazon.com Inc veteran Tim Stone as chief financial officer, the automaker's first external hire for the role in seven decades.",Reuters
10075,2019-03-21 07:39:00-07:00,"Amazon to Launch Mobile Ads, in a Threat to Google and Facebook - Bloomberg",,Bloomberg
10076,2019-03-21 07:01:19-07:00,"Ford names Amazon and Snap veteran Tim Stone as new CFO, continuing the company's push closer to Silicon Valley (F)","Longtime Ford exec Bob Shanks is retiring after over 40 years with the automaker. He's being succeeded by Tim Stone, who spent 20 years at Amazon before a brief stint at Snap that ended in early 2019. Stone's hiring continues CEO Jim Hackett's drive to push F…",Business Insider
10077,2019-03-21 06:52:00-07:00,"Amazon and Worldpay are partnering to expand Amazon Pay acceptance (AMZN, JPM, V, MA, AXP, COF, WP)","This is an excerpt from a story delivered exclusively to Business Insider Intelligence Payments Briefing subscribers. To receive the full story plus other insights each morning, click here. Amazon is partnering with major payment processor Worldpay to enable …",Business Insider
10078,2019-03-21 06:51:27-07:00,Active options: AMZN FB BA TSLA BIIB KR JPM BABA MSFT CGC SQ GE MRVL DIS,,StreetInsider
10079,2019-03-21 06:51:01-07:00,Active options: AAPL AMD MU BAC NFLX AMD NVDA AMZN FB BA ,,StreetInsider
10080,2019-03-21 06:00:56-07:00,"An Amazon Air plane crashed in February, killing all 3 people on board. Weeks earlier, several pilots said they thought an accident was inevitable.","An Amazon Air plane called CustomAir Obsession crashed on February 23, killing all three people on board. The cause of the crash remains unknown. In conversations with Business Insider before the crash, several pilots who fly planes for Amazon Air said they t…",Business Insider
10081,2019-03-21 05:00:00-07:00,Sevatec Achieves Advanced Consulting Partner Status in the Amazon Web Services Partner Network,,StreetInsider
10082,2019-03-21 04:00:00-07:00,"Amify Secures $5.8M Series A Funding, Empowers Brands to Maximize their Amazon E-Commerce Potential",,StreetInsider
10083,2019-03-21 03:32:39-07:00,"Amazon unveils affordable all-new Kindle e-book reader with adjustable front light: Top facts - International Business Times, India","The new e-book reader Kindle (10th gen) is now available for pre-order on Amazon for Rs 7,999 in India.",Ibtimes.co.in
10084,2019-03-21 02:13:51-07:00,Amazon HQ2: a love letter on leaving New York,"FT Alphaville's Brendan Greeley pens an elegy to the failed relationship between the tech giant and the Big Apple, as a poll reveals Congresswoman Alexandria Ocasio-Cortez is being blamed for the breakdown",Financial Times
10085,2019-03-21 01:10:36-07:00,"Vodafone Idea to launch prepaid Youth Offer with 50% off on Amazon Prime membership soon - International Business Times, India","With Amazon Prime subscription, Vodafone Idea prepaid users will get faster delivery of goods and also get access to multimedia content including latest TV shows, movies via Prime Video and thousands of songs via Prime Music.",Ibtimes.co.in
10086,2019-03-21 00:21:39-07:00,"Huawei P30 Pro Price, Specifications Leaked via Amazon Listing - NDTV","The Huawei P30 Pro gets briefly listed on Amazon, which confirms most of the specifications and pricing.",Ndtv.com
